spa|pbb
Artículo 329. La conformación de las identidades territoriales indígenas se hará con sujeción a lo dispuesto en la Ley Orgánica de Ordenamiento Territorial, y su delimitación se hará por el Gobierno Nacional, con participación de los representantes de las comunidades indígenas, previo concepto de la Comisión de Ordenamiento Territorial. Los resguardos son de propiedad colectiva y no enajenable. La ley definirá las relaciones y la coordinación de estas entidades con aquellas de las cuales formen parte. Parágrafo: En el caso de un territorio indígena que comprenda el territorio de dos o más departamentos, su administración se hará por los consejos indígenas en coordinación con los gobernadores de los respectivos departamentos.|"F'i'n'i pe'la 329. Nasasa ikah kiwe v'itwa'ha'sa' naa c'hab walate ikahsa npicthé'isa mptepa' ikahwa'ha's suk'tad'c'a nv'ituna, Ec Ne'hwe's'hu yuhsa Kiwe Yuwe Yu'skhewsa ma'hina we'wete. K'aha' kiwe yuwetewe's' Ec Ne'hwe's'a' f'i v'ituna; napa nasa h'ukaysa teec' hwedc'a ikah kiwe's yahk'ya' tudu ha'da; ki' k'atewe's' newe'wen'isa npicthé' d'ipte. Tudte f'i'n'i pela 38te Ec Ne'hwe's'tewe's' we'wen''s k'tey yuuna. Napa nasasa kiwe' h'ukaysahi"", naa kiwe' nasasame iamuna iiswa'me!. V'ite ikah kiweyakh ma'we puuk' f'i'zewa'ha'sa' Ec Ne'we's'hu yuhsaic'a k'a'sa' we'wena. KU'TA : Yacte ttuden'i kiwesu e'z ithakwe nasa ikah kiwe puuskhewna úiste', k'a's ikahwa'ha'sa' nasasate Yuwe Dukhsawe's' pkhakhen'iyakh k'tec'ac'a pd'i'puc'acehk thegut'na."
Artículo 330.De conformidad con la Constitución y las leyes, los territorios indígenas estarán gobernados por consejos conformados y reglamentados según los usos y costumbres de sus comunidades y ejercerán las siguientes funciones: 1. Velar por la aplicación de las normas legales sobre usos del suelo y poblamiento de susterritorios. 2. Diseñar las políticas y planes y programas de desarrollo económicos y social dentro de su territorio, en armonía con el Plan Nacional de Desarrollo. 3. Promover las inversiones públicas en sus territorios y velar por su debida ejecución. 4. Percibir y distribuir sus recursos. 5. Velar por la preservación de los recursos naturales. 6. Coordinar los programas y proyectos promovidos por las diferentes comunidades en su territorio. 7. Colaborar con el mantenimiento del orden público dentro de su territorio de acuerdo con instrucciones y disposiciones del Gobierno Nacional. 8. Representar a los territorios ante el Gobierno Nacional y las demás entidades a las cuales se integren, y 9. Las que les señalen la Constitución y la ley. Parágrafo: La explotación de los recursos naturales, en los territorios indígenas se hará sin desmedro de la integridad cultural, social y económica de las comunidades indígenas. En las decisiones que se adopten respecto de dicha explotación, el Gobierno propiciará la participación de los representantes de las respectivas comunidades.|"F'i'n'i pe'la 330. Nasasa ikah kiwet'i', Yuwe Dukhsapwe's' pkhakhec'a ikahpu'n thegut'na, mantey tiskiwe'n'i ha'da, Yuwe Dukhsawe's'a Ec Ne'hwe's'hu yuhsa weh'a's k'tey yuuya' K'awe's'a' ius ki'pu hi'pta"": 1. kiwe's ew ipe'hwa'has's k'tey kyu'hu'wa'su thegna ipe'he hi'pta', naa úis kiwesu yat tuthapc'ahtepa h'uka. 2. Nasa itháasn'ite yahk'c'a ma'we peeh'tepa ipeyna, ús kiwete h'ukaysa c'hichawa'te nuyi'wa'ha's c'hab walate uta ma'we nuymahiwa' iistepa K'tey kaha'da'na. 3. Us kiwete v'ua's kihysu weh' pehin'isu kaskhewu'wa'ha's thegna. 4. V'u'a's ipa'kana ewtecekhyuc'a kahat'na naa ¡is kiwete!. 5. Kiwe's ew ipe'hna, khic'a kihyc'a úisna K'atii ikhwe'y thegu hi'pta"". 6. Us kiwete c'habisa kihy mahiwa' yaak'n'¡ hi'ptepa k'ati puuk' kaha'dana úisu hip'ta"". 7. Us kiwete yuwe suwekamen ewcehk uswa'te nuyi'n, c'hab walate npicthé'we's' kihy yuwe k'hwetetepa pu'c'hi hi'pta'. 8. Us kiwe pa'kate Yuwe Duckhsa' tuuthe'wa' kasehtepa c'hab walate npicthé'we's' tas'te kasehna, maa ikah kiwenwe's' di'psupa huthe hi'pta"". 9. Ec Ne'hwe's'hu yuhsa yuwe kihy pa'hactepa ih tehiyu Yuwe Dukhsa' KU'TA: Kiwe n'is't'i k'awe nasa ks'av' kiwesu kuki'ya'pc'a' nasasa iiskiwe'n'i's huuna suwme, nasa wala hi'pun'it'i suwme tekuki'. C'hab walate npicthé'we's'a' nasa walayakh ya'c'kkadewa' hi'p nasasatewe's Yuwe Dukhsat'i ih thegwa' hi'p tekmahi""."
estrella (f)|ã', ã'mush
calentar (v.t)|aacha'j-
externo (adj)|ãacjẽ
hipócrita (m)|ãacjẽrráa ew we'wesa, ũuste yu' ewmẽe yaacysa
a ver (conj)|aan
andas (f.pl)|aandas
evidentemente (adv)|ãandyija'
obligatoriamente (adj)|ãandyijimẽe
año (m)|aañu
anualmente (adv)|aañu iisa
asaltar (v.t)|ãapj-
abiertamente (adv)|aate, aaga
causar dolor (v.t)|aca ũs-, caaca'j-
doler (v.i)|aca yuu-, aca pa'j-, yaaca-
dolor (m)|aca, acasa
caer encina de (v.t)|acaach-
ahora (adv)|ãch
hoy (adv)|ãch
recién (adv)|ãch, ãchrrãa
ardor (m)|acha
caliente (adj)|acha
calor (m)|acha
tierra caliente|acha quiwe
hacer calor (v.i)|acha yuu-
ligero (adv)|acha, acha acha
inferior (adj)|achamẽe ew
ahora mismo (adv)|ãchjíi
hasta ahora|ãchpcach
catarro (m)|acj
gripe (f)|acj
trampa (un peso cae sobre la presa) (f)|acj
echar (v.t)|acj-
resfriarse (v.i)|acj pa'j-
poner (cosa larga encima de)|acjicj-
pisar (v.t)|a'cji'j-, waacji'cj-
ajo (m)|acjus
colgar (v.t)|a'cy-
macana (para cavar) (f)|acy, a'cjy (T)
colgado (p.p.)|a'cyni
estar colgado (v.i)|a'cyni u'p-
aclarar (agua contaminada) (v.i)|afi-
tapar (por encima) (v.t)|afijmb-
claro (adj)|afy
guama (fruta) (f)|afy
guamo (árbol) (m)|afy tash
lugar (m)|aj
montar (a caballo) (v.t)|a'j-
completo (adj)|ãj
suficiente (adj)|ãj
ahumar (v.t)|aj cshi'ta'j-
ahumado (p.p)|aj uweni
cocinar (v.t)|aj-, īitse'j-, mityjaj-
poder (v.t)|aja-, ewuu-, chjãchja-
alcanzar (ser suficiente) (v.i)|aja-, sumba-
incompleto (adj)|ãjmẽe
insuficiente (adj)|ãjmẽe
menos (adv)|ãjmẽe
ser indigno (v.i)|ãjmẽe yuu-
deficiente (adj)|ãjmeesa
indigno(adj)|ãjmeesa, ãjmeecuesa
jinete (m)|a'jsa
capaz (adj)|ãjsa
poderoso (adj)|ãjsa, ewusã, chjãchjasa
desprecio, con desprecio (m)|ajtsajtse
aborrecer (cobrar odio a una persona)(v.t)|ajtse-
odiar (v.t)|ajtse-
despreciar (v.t)|ajtse-, atseyajcy-, weech-
menospreciar (v.t)|ajtse-, dyī'wẽje-
dar látigo (v.t)|ajwend-, ya'jwend-, pechujcue-
alcalde (m)|alcalte
perro (m)|alcu
almud (m)|almun
alverja (f)|alpes
artesa (batea típica) (f)|altesa
lobo (m)|alum
hacha (f)|am
era (f)|amb
surco (m)|amb
echar (cosa molida) (v.t)|amb-, ambu'mb-
derrumbar (v.t)|a'mbande-
alzar (era) (v.t)|ambu'ju-
amo (m)|amu
patrón (m)|amu
Vía Láctea (f)|ã'mush
altasara (planta) (f)|anayún
enrollar (v.t)|and-
desenrollar (v.t)|andtende-
mío (adj.pos)|andy jīi
conmigo|andy yacj, ũ'cue yacj
mí, mis (adj.pos)|andy, ũ'cue
yo (pron)|andy, ũ'cue
secar (v.t)|andyi'j-
cubrir (con cobija) (v.t)|anz-
carpintero (ave) (m)|anza, fytũu pagayũ
reclinar (v.t)|anzẽe- (enzẽe-)
recostarse (v.i)|anzẽe- (enzẽe-)
pelar los dientes (perro) (v.i)|anzh-
recién nacido (p.p)|ãpãcuẽ, u'se casejsa
aletear (v.i.)|a'pa'pja-
haba (planta) (f)|apas
auyama (f)|ape
zapallo (m)|ape
agonizar (v.i)|ape-
zancudo (m)|apj
cerrar (v.t)|apj-
cubrir (v.t)|apj-
tapar (v.t)|apj-
mosquito (m)|apj le'ch
escarbar (v.t)|apj-, cha'mbu'mb-, wuw-
tapa (f)|apjãa
cerrado (p.p)|apjni
empollar (v.t)|ã'pjy-
clueca (adj)|ã'pysa
poner (encima de)|aqui'p-
arrendar (v.t)|arendaī-
arracacha (f)|ã's
echar (granos, palos, piedras) (v.t)|ãsh-
rascadera (f)|ã'sh
asno (m)|ashnu
cargar (en la mano) (v.t)|at-
coger (en la mano) (v.t)|at-
llevar en la mano|at-, yaat-
desplumar (v.t)|atall cjas ujnde-
pollo (m)|atall luuch
gallo (m)|atall pijts
cantar (gallo) (v.i)|atall we'we-
canto del gallo (m)|atall we'wetste
gallinero (m)|atall yat
gallina (f)|atall, atall u'y
azul celeste|atate tsẽy
amarillento (adj)|atatelem
luna (f)|a'te
mes (m)|a'te
luna nueva|a'te luuch
luna llena|a'te tjẽ'j
en tiempo de luna|a'te weete
limpio (adj)|ate, tsejc
despejar (v.t)|atẽe-, tãapj atẽe-
vestirse (v.r)|atj- (jatj-), jyaatj-
vestido (m)|atjni
tranca (f)|atjni, jatjni
enfermo (adj)|ãtsã'
enfermarse (v.r)|ãtsã'-
sano (adj)|ãtsã'mẽe
estar enfermo (v.i)|ãtsa'na ũs-, ũuya' ũs-
enfermo (m)|ãtsã'sa
desplomarse (v.r)|atscue-
asco (m)|atsejy
enemigo (m)|atsesa
hablar con desprecio (v.t)|atsewe'we-
desprecio (m)|atsewe'weni
cernir (v.t)|a'tsja-
colar (v.t)|a'tsja-
deshojar (v.t)|ãtsja-
cernidor, cedazo (m)|a'tsjanisa
susunga (cernidor) (f)|a'tsjanisa
acornear (v.t)|atsju-
trabar (v.t)|atsju-
desprender (v.t)|atsjunde-
desprenderse (v.r)|atsjute-
barbacoa (casilla) (f)|ãtũ, deeni ãtũ
hacer barbacoa (v.t)|ãtu'j-
telar (para tejer ruana) (m)|aty tel
poner (encima de)|atyaj-
investigar (v.t)|atyãj-
averiguar (v.t)|atyãj-, paapẽjy-
ruana (f)|atyj
anaco (falda) (m)|atyj tul, is atyj
estornudar (v.t)|a'tyji'j-
aterrizar (v.i)|aviun cach-
escupir (v.t)|avy-, (rep) avytjetj-
echar (líquido) (v.t)|aw-
ají (m)|ãwã
lucero (m)|ã'wala
nativo (adj)|aygawe'sh
acá (adv)|aysu
aquí (adv)|ayte, ayga, aysu
por acá|ayuy
jamás (adv)|bagach yujva
nunca (adv)|bagach yujva, uca
cuando, ¿cuando? (adv)|bagach, ma'wẽn
siempre (adv)|bagachteva
cuandoquiera (adv)|bagachva, ma'wẽnva
calentarse (v.r)|bajch-, achãa-
cabuya (f)|bajts
fique (m)|bajts
desfibrar cabuya (v.t)|bajts cu'nd-
tibio (adj)|bajy, wajwa
cabuyal (m)|bats ej
sembrado de fique|bats ej
penca de cabuya (f)|bats ets
fibra de cabuya (f)|bats yaj
oxidarse (v.r)|baytu'c-
chicha (f)|beca
chicha dulce|beca ñusha
chicha fermentada|beca pus
chichería (f)|beca yat
guarapería (f)|beca yat
hacer chicha (v.t)|beca'j-
estar medio-colgado (v.i)|becuena ũs-
sonrojarse (v.i)|beecãj-
colorado, rojo (adj)|bej
rojo (adj)|bej
arder (v. i)|bej-
enrojecerse (v.i )|bej yuu-
ponerse colorado (v.i)|bej yuu-
rosado (adj)|bejbej chijme
vela (f)|bela
estar suspendido (colgado) (v.i)|belena u'p-
trapo (m)|bell, trapu
bendecir (v.t)|bendecī-
plato (m)|bich
embijar (v.t)|biite'j-
ampollar (v.t)|bish-, shcambish-
pintado (con pintas) (adj)|bite
umbral (m)|blal
panzón (adj)|buc
estar panzón (v.i)|buc-
espuma (f)|bu'ch
planta medicinal (f)|bu'ch
burbujear (v.i)|bu'ch-
empezar hervir (v.i)|bu'ch-
brotar (v.i)|bucha-
retoñar (plantas) (v.i)|bucha-
hacer ruido (motor) (v.i)|bu'mbu-
andamio (m)|bush
roncha (f)|buta
larva (f)|buts
sarampión (m)|buts wee le'chcue
yaruma (árbol) (m)|butse, butse tash
varicela (f)|butswee wajwa
viruela (f)|butswee wala
chinche del árbol (insecto) (f)|buu
aumentar (v.t)|cããajã'j-
hacer quemar (v.t)|caacambu'j-
hacer ahogar (v.t)|caacambutsje‘j-
echar los cimientos (v.t)|caachinda'j-
hacer sentarse (v.t)|caachji'j-
hacer asar (v.t)|caacjacje'j-
dejar pasar (para arriba) (v.t)|caacjẽu'j-
hacer desatar (v.t)|caacjimbu'j
hacer arrancar (v.t)|caacjumbe'j-
dejar hervir (v.t)|caaclala'j-
hacer confesar (v.t)|caacmbeesa'j-
hacer ganar (v.t)|caacnayu'j-
hacer confrontar (v.t)|caacndyi'pu'j-
hacer vomitar (v.t)|caacpunga'j-, cpunga'j
hacer regar (v.t)|caacpũushi'j-
hacer creer (v.t)|caacreī'j-
hacer bailar (v.t)|caacu'ju'j-
hacer sacar (v.t)|caacutyi'j-
hacer lavar las manos (v.t)|caacwcha'j
hacer brillar (v.t)|caacweetje'j-
hacer poner sombrero (v.t)|caafīcje'j-
causar vivir (v.t)|caafi'nze'j-, cfi'nze'j-
hacer firmar (v.t)|caafirmaí'j-
hacer vivir (v.t)|caafi'ze'j-, cfi'nze'j
hacer gastar (v.t)|caagastaī'j-
dejar bajo custodia de otro (v.t)|caaiipe'je'j
mandar cocer (v.t)|caaīitse'j-
dar a la hija en casamiento (v.t)|caaimi'a'j
casar (a la hija) (v.t)|caaimi'j-
hacer mentir (v.t)|caaīshi'j
permitir destruir (v.t)|caaiviitu'j-
comparar (v.t)|caaja'nda'j-
igualar (v.t)|caaja'nda'j-
explicar (v.t)|caajiyu'j-, cjiyu'j-
mandato (m)|caajni, jycaajni
hacer rezar (v.t)|caalisa'j-
casar (al hijo) (v.t)|caamba'j-
ahogarse (en el agua) (v.r)|caambutsj-
avío (m)|caame
colocar espantapájaros (v.t)|caanasa'j-
poner espantapájaros (v.t)|caanasa'j-
engordar (v.t)|caanishi'j-, cniishi'j-
pegar (con goma) (v.t)|caanuqui'j-
hacer dejar (v.t)|caanviitu'j
hacer obedecer (v.t)|caanwẽese'je'j
hacer arrimar (v.t)|caanze'j- (queenze'j-)
poner inclinado (v.t)|caanze'j-(queenze'j-)
hacer cubrirse (v.t)|caapã'chi'j-
hacer estallar (v.t)|cãapa'j
detonar (v.t)|cãapa'j-
permitir llegar (v.t)|caapa'ja'j-
hacer lavar la cara (v.t)|caapchjī'ch'j-
hacer reunirse (v.t)|caapcjaacje'j-
permitir reunirse con (v.t)|caapcjaacje'j-
hacer enfrentar (v.t)|caapdyi'pu'j
hacer olvidar (v.t)|caapechcanu'j-
mandar dar látigo (v.t)|caapechucue'j-
hacer regalar (v.t)|caapeesu'j-
propiciar (al ser maligno) (v.t)|caapeewecha'j-
arrodillar (v.t)|caapẽjyucue’j-
hacer arrodillarse (v.t)|caapẽjyucue'j-
hacer perdonar (v.t)|caapeltunaī'j-
hacer abundar (v.t)|caapena'j-, cpeena'j-
permitir enterrar (v.t)|caapenda'j-
dejar robar (v.t)|caapeswe'j-
mandar acompañar (v.t)|caapi'qui'j-
enseñar (v.t)|caapiya'j-, peevya'j- (T)
enseñanza (f)|caapiya'jni
maestro (m)|caapiya'jsa, peevya'sa (T)
hacer arreglar (v.t)|caapj eu'j u'j-
hacer abrir (v.t)|caapjande'j-
hacer derretir (v.t)|caapquivi'j
hacer casarse (v.t)|caaptamu'j-
mandar avisar (v.t)|caapta'shi'j-
poner fin a (v.t)|caaptsu'j-
terminar (poner fin a) (v.t)|caaptsu'j-
mandar ayudar (v.t)|caapu'chji'j-
hacer pelear (v.t)|caapui'j-
mandar alimentar (v.t)|caapuutsu'j-
hacer encontrarse (v.t)|caapuutyuyu'j
conciliar (v.t)|caapuutywe'we'j- (lit. hacer conversar)
hacer bajar (desde arriba) (v.t)|caaquīiji'j-
hacer peinar (v.t)|caaquindu'j-
mandar peinar (v.t)|caaquindu'j-
mandar poner (v.t)|caaqui'pu'j-
mandar guardar dieta (v.t)|caaqui'su'j-
mandar encender (v.t)|caaqui'ta'j-
hacer gotear (v.t)|caaquityi'j-
dejar pasar (para abajo) (v.t)|caascjeu'j-
descansar (v.i)|caase-, jycaase-
hacer encarcelar (v.t)|caashi'j-
hacer sentir incapaz (v.t)|caashingu'j
mandar callar (v.t)|caashuuna'j-
devolver (v.t)|caashwendu'j-
mandar cortar (v.t)|caaspẽtje'j-
amansar (v.t)|caastyaja'j-
domesticar (animales) (v.t)|caastyaja'j-
hacer resonar (v.t)|caasyũyũ'j-
hacer girar (v.t)|caatandy i'j-, ctaandyi'j-
hacer dar vuelta (v.t)|caata'ngu'j- , cta'ngu'j-
hacer subir (v.t)|caateca'j
hacer poner en el cepo (v.t)|caatelu'j-
cargar (debajo del brazo) (v.t)|caatenzu'j-
hacer enfermar (v.t)|cãatsa'j
hacer coser (v.t)|caatsu'j-
hacer llevar (v.t)|caatu'j
hacer beber (v.t)|caatundyi'j-
hacer cortar (v.t)|caatwaca'j-
mandar sentarse (v.t)|caatywete'j-
hacer vender (v.t)|caatyweyu'j-
hacer andar (v.t)|caau'ju-
enojar (v.t)|caaũuscha'j-
ahogar (v.t)|caaũuspa'j-
hacer pensar (v.t)|caaũusutje'j-
hacer pasar por (v.t)|caauycjẽu'j-
hacer ver (v.t)|caauyu'j-
hacer unir (v.t)|caaviitse'j-
hacer escupir (v.t)|caavi'j
mostrar (v.t)|caavya'j-, pta'sh- tywes-, ctjeengu'j-
hacer masticar (v.t)|caawa'qui'j-
atemorizar (v.t)|caawãshi'j-
asustar (v.t)|caãwashi'j-
cabecear (v.i)|caawũwu-
hacer menear (v.t)|caawũwu'j-
hacer envolver (v.t)|caayapu'j-
hacer recordar (v.t)|caayaqui'j-
hacer endeudar (v.t)|caayulu'j-
hacer cambiar (v.t)|caayu'ptje'j-
hacer reconciliar (v.t)|caayuwewu'j-
cabildo (m)|cabildo
cabildante (m)|cabilduwe'sh, cjũeswe'sh
papa (f)|ca'ca, ca'ga
posar (ave) (v.i)|cach-
sentarse (v.r)|cach-, pish- (C)
asiento (m)|cachni
estar sentado (v.i)|cachrra u'p-
cacho (m)|cachu
cuerno (m)|cachu
caja (f)|cacja
caja dental|cacja
menstruar (v.i)|cacue yu' vyaa-
cuerpo (m)|cacue, cuejcue
fiebre (f)|cacuesec
café (m)|cafẽ
cosechar café|cafẽ ujnde-
limpiar café|cafẽ vis-
abrir (hoyo, hueco) (v.t)|cafi'j-
cavar (v.t)|cafi'j-
